Model,Power_kW,Torque_Nm,Power_Benchmark_RPM,Torque_Benchmark_RPM,Compression_Enumerator,Weight_kg,Fuel_system,Gearbox,Engine_type,Throttle_pct,RPM,Gear,Speed_kmh,Consumption_L100km,Mileage_km_per_liter
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,86,7106,1,16.4,15.121,6.61
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,18,13646,2,48.7,8.658,11.55
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,90,4375,3,26.0,11.987,8.34
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,57,7138,5,62.1,10.446,9.57
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,95,2417,3,16.6,10.415,9.6
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,51,11015,5,93.1,12.398,8.07
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,35,10136,3,53.7,9.663,10.35
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,21,1670,5,18.4,3.555,28.13
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,100,12957,4,87.9,23.141,4.32
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,10,6823,3,37.8,4.625,21.62
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,56,12491,4,84.9,14.587,6.86
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,98,14313,3,73.7,24.732,4.04
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,78,6191,2,24.8,12.866,7.77
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,49,5455,4,39.9,8.472,11.8
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,72,5241,5,46.9,10.524,9.5
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,66,11700,4,79.9,15.669,6.38
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,41,8165,5,70.3,8.952,11.17
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,82,3789,2,17.1,10.819,9.24
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,10,6071,2,24.4,4.213,23.74
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,77,4915,3,28.6,11.331,8.83
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,92,12664,4,86.0,21.299,4.7
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,29,12894,5,108.2,9.857,10.15
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,22,6438,5,56.5,5.717,17.49
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,40,8594,5,73.8,9.244,10.82
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,12,2296,5,23.4,2.927,34.16
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,50,3929,1,11.3,7.824,12.78
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,79,2094,1,8.4,8.854,11.29
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,67,2197,2,12.0,7.8,12.82
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,11,13357,1,26.4,7.169,13.95
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,8,4022,1,11.4,3.439,29.08
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,35,2431,1,8.9,5.398,18.53
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,100,3283,4,26.0,11.526,8.68
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,39,12035,5,101.3,11.13,8.98
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,45,12511,5,105.1,12.441,8.04
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,96,1548,1,7.5,9.673,10.34
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,14,14021,5,117.2,7.657,13.06
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,50,13148,1,26.0,14.82,6.75
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,61,3176,4,25.3,7.907,12.65
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,82,12590,4,85.6,19.393,5.16
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,80,8791,3,47.2,15.533,6.44
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,6,7769,3,42.3,4.221,23.69
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,86,3104,4,24.9,9.987,10.01
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,50,3999,5,37.0,7.369,13.57
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,46,5048,3,29.2,8.009,12.49
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,15,1338,3,11.4,3.022,33.09
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,67,7425,3,40.6,12.329,8.11
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,44,14654,1,28.4,14.465,6.91
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,100,14590,5,121.7,24.871,4.02
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,61,6138,5,54.1,10.316,9.69
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,43,4956,3,28.8,7.53,13.28
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,84,1991,5,20.9,8.566,11.67
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,80,12452,4,84.7,18.949,5.28
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,38,4656,4,34.8,6.612,15.12
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,11,7046,3,38.8,4.828,20.71
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,53,10577,3,55.8,13.01,7.69
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,10,5713,3,32.4,4.131,24.21
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,39,13097,5,109.8,11.754,8.51
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,15,5801,4,42.1,4.701,21.27
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,30,1547,3,12.4,4.153,24.08
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,87,6495,4,46.6,13.873,7.21
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,9,7859,5,67.9,4.61,21.69
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,31,8793,3,47.2,8.155,12.26
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,39,4161,1,11.7,6.774,14.76
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,5,4552,5,41.4,3.136,31.89
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,85,11572,1,23.5,19.993,5.0
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,8,13417,4,90.9,6.213,16.1
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,27,11520,3,60.3,9.098,10.99
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,45,2776,1,9.4,6.354,15.74
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,69,13332,5,111.7,17.452,5.73
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,5,6706,5,58.6,3.845,26.01
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,24,11837,2,42.9,8.727,11.46
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,32,1626,1,7.6,4.467,22.39
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,14,10442,1,21.7,6.663,15.01
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,94,12068,2,43.6,21.845,4.58
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,50,9129,1,19.6,11.791,8.48
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,23,5710,3,32.4,5.524,18.1
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,71,3068,1,9.9,9.177,10.9
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,50,4202,4,31.9,7.516,13.3
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,29,6732,3,37.3,6.927,14.44
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,8,11627,1,23.6,6.009,16.64
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,46,1720,4,16.0,5.542,18.04
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,37,12646,1,25.2,11.934,8.38
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,78,6099,5,53.8,12.203,8.19
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,88,10918,3,57.4,19.16,5.22
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,18,9999,3,53.0,6.947,14.39
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,21,6750,1,15.8,6.113,16.36
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,25,3490,1,10.6,5.083,19.67
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,75,14528,2,51.5,20.575,4.86
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,53,8056,5,69.4,10.596,9.44
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,54,5475,5,48.8,8.768,11.41
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,52,2587,2,13.3,6.926,14.44
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,66,9837,4,68.0,14.042,7.12
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,8,5347,2,22.1,3.936,25.41
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,65,13257,5,111.1,16.74,5.97
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,56,1284,1,7.1,6.32,15.82
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,57,13381,2,47.8,16.094,6.21
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,71,12052,1,24.3,17.671,5.66
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,34,13006,5,109.0,10.752,9.3
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,97,10249,3,54.2,19.851,5.04
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,39,6895,5,60.2,7.955,12.57
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,57,7370,5,64.0,10.592,9.44
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,33,3885,4,29.9,5.628,17.77
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,24,11798,2,42.8,8.812,11.35
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,44,11434,5,96.5,11.77,8.5
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,19,3010,5,29.1,3.766,26.55
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,84,6903,5,60.2,13.559,7.38
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,44,13531,5,113.2,13.011,7.69
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,31,12050,4,82.1,9.87,10.13
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,15,3418,4,26.9,3.759,26.6
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,50,4416,3,26.2,8.058,12.41
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,76,7931,5,68.4,13.537,7.39
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,33,9705,1,20.5,9.307,10.74
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,55,6090,3,34.2,9.717,10.29
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,44,5547,3,31.6,8.047,12.43
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,85,7657,5,66.3,14.483,6.9
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,88,13220,2,47.3,21.953,4.56
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,49,12131,5,102.0,13.082,7.64
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,53,6322,4,45.5,9.604,10.41
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,40,4349,5,39.8,6.733,14.85
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,79,7556,4,53.4,13.869,7.21
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,83,3059,4,24.6,9.747,10.26
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,55,5372,2,22.2,9.263,10.8
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,13,8970,3,48.1,5.565,17.97
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,56,14882,3,76.4,16.756,5.97
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,86,8338,2,31.7,16.191,6.18
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,66,3174,1,10.1,8.702,11.49
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,55,2818,3,18.5,7.3,13.7
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,5,11547,5,97.4,4.947,20.21
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,91,1485,1,7.4,9.135,10.95
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,96,5890,3,33.3,14.501,6.9
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,31,2448,2,12.8,4.928,20.29
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,75,7190,4,51.0,12.926,7.74
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,28,9768,4,67.5,8.203,12.19
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,45,1418,1,7.3,5.601,17.85
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,70,6952,3,38.4,12.417,8.05
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,61,5480,4,40.1,9.784,10.22
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,84,5301,5,47.4,11.978,8.35
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,62,12319,5,103.6,15.496,6.45
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,45,14704,1,28.5,14.922,6.7
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,28,11084,5,93.7,8.706,11.49
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,29,6039,5,53.3,6.448,15.51
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,42,5073,1,13.1,7.851,12.74
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,58,14624,3,75.2,17.002,5.88
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,17,5356,2,22.1,5.009,19.96
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,46,1799,5,19.4,5.628,17.77
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,5,12974,1,25.8,5.712,17.51
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,63,7031,5,61.2,11.252,8.89
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,37,11229,3,58.9,10.66,9.38
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,31,6821,5,59.6,7.141,14.0
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,73,14709,3,75.6,20.196,4.95
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,31,4420,2,19.1,6.079,16.45
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,21,2345,3,16.3,3.868,25.85
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,69,14899,1,28.8,20.032,4.99
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,21,11018,2,40.3,7.826,12.78
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,6,6198,4,44.7,3.752,26.65
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,88,14458,4,97.5,22.735,4.4
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,92,13506,3,69.8,22.75,4.4
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,25,14819,5,123.6,10.136,9.87
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,48,14627,4,98.6,14.811,6.75
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,88,2209,4,19.1,9.299,10.75
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,25,11583,2,42.1,8.99,11.12
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,70,4227,4,32.1,9.631,10.38
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,79,14851,3,76.3,21.57,4.64
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,14,1740,4,16.1,3.074,32.53
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,13,14126,2,50.2,7.806,12.81
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,43,5769,3,32.7,8.099,12.35
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,96,13575,3,70.2,23.597,4.24
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,35,5977,4,43.3,7.055,14.17
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,50,4697,2,20.0,8.129,12.3
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,15,7291,4,51.7,5.295,18.89
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,20,1200,2,8.8,3.359,29.77
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,40,12355,1,24.8,12.221,8.18
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,41,13970,5,116.8,12.711,7.87
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,22,1679,5,18.4,3.554,28.14
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,100,12291,1,24.7,23.421,4.27
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,40,3991,5,36.9,6.471,15.45
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,17,11395,2,41.5,7.394,13.52
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,20,5057,5,45.5,4.729,21.15
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,59,14691,1,28.5,17.907,5.58
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,9,8958,2,33.7,5.082,19.68
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,80,6277,4,45.2,12.652,7.9
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,84,2661,1,9.3,9.899,10.1
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,40,10716,4,73.6,10.627,9.41
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,55,14550,5,121.4,15.784,6.34
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,93,12853,5,107.8,21.529,4.64
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,87,5457,4,39.9,12.712,7.87
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,64,6819,2,26.8,11.745,8.51
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,59,10640,3,56.1,14.099,7.09
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,65,4933,2,20.8,10.18,9.82
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,6,4752,4,35.4,3.332,30.01
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,79,12265,3,63.9,18.945,5.28
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,51,10034,4,69.2,12.039,8.31
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,76,1695,4,15.8,7.741,12.92
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,68,7136,4,50.7,12.158,8.23
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,20,13956,1,27.3,9.092,11.0
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,92,7743,5,66.9,15.771,6.34
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,59,13132,5,110.1,15.547,6.43
Fantic Caballero,7.8,81.45,8000.0,6043.43,10.44,234.18,Carburettor,Unknown,Inline6,38,12429,1,24.9,11.896,8.41
